"date","team","opponent","goals_scored","location","match_weight"
2014-08-25,"Namibia","Papua New Guinea",2,"N",NA
2014-08-26,"China PR","Venezuela",5,"H",NA
2014-08-26,"Slovakia","Mexico",1,"N",NA
2014-08-05,"Ghana","Canada",1,"N",NA
2014-08-05,"Korea DPR","Finland",2,"N",NA
2014-08-05,"Brazil","China PR",1,"N",NA
2014-08-05,"USA","Germany",0,"N",NA
2014-08-06,"Korea Republic","England",1,"N",NA
2014-08-06,"Nigeria","Mexico",1,"N",NA
2014-08-06,"Paraguay","New Zealand",0,"N",NA
2014-08-06,"Costa Rica","France",1,"N",NA
2014-08-08,"Finland","Canada",2,"N",NA
2014-08-08,"Korea DPR","Ghana",3,"N",NA
2014-08-08,"Brazil","USA",0,"N",NA
2014-08-08,"China PR","Germany",5,"N",NA
2014-08-09,"Mexico","England",1,"N",NA
2014-08-09,"Nigeria","Korea Republic",2,"N",NA
2014-08-09,"Costa Rica","Paraguay",1,"N",NA
2014-08-09,"France","New Zealand",4,"N",NA
2014-08-12,"Canada","Korea DPR",1,"N",NA
2014-08-12,"Finland","Ghana",1,"N",NA
2014-08-12,"Germany","Brazil",5,"N",NA
2014-08-12,"China PR","USA",0,"N",NA
2014-08-13,"England","Nigeria",1,"N",NA
2014-08-13,"Mexico","Korea Republic",1,"N",NA
2014-08-13,"New Zealand","Costa Rica",3,"N",NA
2014-08-13,"France","Paraguay",3,"N",NA
2014-08-16,"Canada","Germany",0,"N",NA
2014-08-16,"USA","Korea DPR",1,"N",NA
2014-08-17,"New Zealand","Nigeria",1,"N",NA
2014-08-17,"Korea Republic","France",0,"N",NA
2014-08-20,"Nigeria","Korea DPR",6,"N",NA
2014-08-20,"France","Germany",1,"N",NA
2014-08-24,"France","Korea DPR",3,"N",NA
2014-08-24,"Germany","Nigeria",1,"N",NA
2014-08-02,"Belarus","Ukraine",0,"A",3
2014-08-20,"Slovenia","Republic of Ireland",0,"A",3
2014-08-20,"Czech Republic","Estonia",4,"A",3
2014-08-20,"Faroe Islands","Bosnia and Herzegovina",0,"A",3
2014-08-20,"Ukraine","Belarus",3,"A",3
2014-08-20,"France","Hungary",4,"A",3
2014-08-21,"Slovakia","Russia",1,"A",3
2014-08-21,"FYR Macedonia","Romania",1,"A",3
2014-08-21,"Israel","Serbia",0,"A",3
2014-08-21,"Denmark","Iceland",1,"A",3
2014-08-21,"Sweden","Poland",4,"A",3
2014-08-21,"England","Wales",4,"A",3
2014-08-21,"Finland","Bulgaria",8,"A",3
2014-08-19,"Puerto Rico","Jamaica",1,"N",3
2014-08-19,"Bermuda","Haiti",1,"N",3
2014-08-20,"St. Kitts and Nevis","Trinidad and Tobago",0,"A",3
2014-08-21,"Jamaica","Bermuda",9,"N",3
2014-08-21,"Haiti","Puerto Rico",4,"N",3
2014-08-22,"Antigua and Barbuda","Trinidad and Tobago",0,"A",3
2014-08-23,"Bermuda","Puerto Rico",1,"N",3
2014-08-23,"Jamaica","Haiti",2,"N",3
2014-08-24,"St. Kitts and Nevis","Antigua and Barbuda",2,"N",3
2014-08-26,"Jamaica","Trinidad and Tobago",0,"A",3
2014-08-03,"Wales","Scotland",1,"A",1
2014-08-03,"Sweden","England",0,"A",2
2014-08-10,"Namibia","South Africa",0,"A",1
2014-08-20,"Brazil","Netherlands",0,"A",1
2014-08-20,"Switzerland","USA",1,"A",1
2014-08-20,"Botswana","Namibia",2,"A",1
2014-08-24,"South Africa","Zambia",4,"A",1
2014-08-28,"Jordan","Egypt",0,"A",1
2014-08-30,"Hong Kong","Chinese Taipei",0,"A",1
2014-08-31,"Jordan","Egypt",2,"A",1
2014-08-31,"Tanzania","South Africa",1,"A",1
2014-09-13,"Germany","Russia",4,"A",3
2014-09-13,"Republic of Ireland","Slovakia",1,"A",3
2014-09-13,"Slovenia","Croatia",0,"A",3
2014-09-13,"Spain","Romania",2,"A",3
2014-09-13,"Estonia","Italy",0,"A",3
2014-09-13,"Malta","Denmark",0,"A",3
2014-09-13,"Israel","Iceland",0,"A",3
2014-09-13,"Bosnia and Herzegovina","Sweden",0,"A",3
2014-09-13,"Northern Ireland","Poland",0,"A",3
2014-09-13,"Faroe Islands","Scotland",0,"A",3
2014-09-13,"Norway","Albania",11,"A",3
2014-09-13,"Greece","Belgium",0,"A",3
2014-09-13,"Portugal","Netherlands",2,"A",3
2014-09-13,"Turkey","Ukraine",0,"A",3
2014-09-13,"France","Finland",2,"A",3
2014-09-13,"Hungary","Austria",3,"A",3
2014-09-17,"Slovakia","Slovenia",1,"A",3
2014-09-17,"Republic of Ireland","Germany",0,"A",3
2014-09-17,"Russia","Croatia",3,"A",3
2014-09-17,"FYR Macedonia","Italy",0,"A",3
2014-09-17,"Spain","Czech Republic",1,"A",3
2014-09-17,"Switzerland","Malta",5,"A",3
2014-09-17,"Israel","Denmark",1,"A",3
2014-09-17,"Serbia","Iceland",1,"A",3
2014-09-17,"Scotland","Sweden",0,"A",3
2014-09-17,"Bosnia and Herzegovina","Poland",1,"A",3
2014-09-17,"Faroe Islands","Northern Ireland",0,"A",3
2014-09-17,"Albania","Greece",0,"A",3
2014-09-17,"Netherlands","Norway",2,"A",3
2014-09-17,"Belgium","Portugal",1,"A",3
2014-09-17,"Belarus","Turkey",0,"A",3
2014-09-17,"Wales","Ukraine",0,"A",3
2014-09-17,"England","Montenegro",10,"A",3
2014-09-17,"Hungary","Bulgaria",7,"A",3
2014-09-17,"Kazakhstan","Austria",1,"A",3
2014-09-17,"Finland","France",1,"A",3
2014-09-11,"Peru","Ecuador",0,"A",3
2014-09-11,"Venezuela","Uruguay",3,"N",3
2014-09-12,"Bolivia","Brazil",0,"N",3
2014-09-12,"Chile","Argentina",1,"N",3
2014-09-13,"Uruguay","Colombia",0,"N",3
2014-09-13,"Venezuela","Ecuador",0,"A",3
2014-09-14,"Argentina","Bolivia",6,"N",3
2014-09-14,"Brazil","Paraguay",4,"N",3
2014-09-15,"Peru","Uruguay",1,"N",3
2014-09-15,"Venezuela","Colombia",1,"N",3
2014-09-16,"Paraguay","Argentina",0,"N",3
2014-09-16,"Bolivia","Chile",0,"N",3
2014-09-17,"Peru","Venezuela",0,"N",3
2014-09-17,"Colombia","Ecuador",1,"A",3
2014-09-18,"Brazil","Chile",2,"N",3
2014-09-18,"Paraguay","Bolivia",10,"N",3
2014-09-19,"Uruguay","Ecuador",2,"A",3
2014-09-19,"Peru","Colombia",0,"N",3
2014-09-20,"Chile","Paraguay",2,"N",3
2014-09-20,"Argentina","Brazil",2,"N",3
2014-09-24,"Argentina","Colombia",0,"N",3
2014-09-24,"Ecuador","Brazil",0,"H",3
2014-09-26,"Ecuador","Colombia",1,"H",3
2014-09-26,"Argentina","Brazil",0,"N",3
2014-09-28,"Ecuador","Argentina",3,"H",3
2014-09-28,"Brazil","Colombia",0,"N",3
2014-09-05,"Vietnam","China PR",0,"A",1
2014-09-07,"Bolivia","Ecuador",2,"A",1
2014-09-09,"Thailand","China PR",2,"A",1
2014-09-13,"Botswana","South Africa",0,"A",1
2014-09-13,"Ghana","Japan",0,"A",1
2014-09-13,"Mexico","USA",0,"A",1
2014-09-14,"US Virgin Islands","British Virgin Islands",3,"A",1
2014-09-14,"Maldives","India",0,"N",1
2014-09-14,"Thailand","Korea Republic",0,"A",1
2014-09-15,"Chinese Taipei","Jordan",2,"N",1
2014-09-15,"China PR","Japan",0,"N",1
2014-09-16,"Vietnam","Korea DPR",0,"N",1
2014-09-17,"Maldives","Thailand",0,"N",1
2014-09-17,"India","Korea Republic",0,"A",1
2014-09-18,"Chinese Taipei","China PR",0,"N",1
2014-09-18,"Jordan","Japan",0,"N",1
2014-09-18,"Mexico","USA",0,"A",1
2014-09-20,"Korea DPR","Hong Kong",5,"N",1
2014-09-21,"India","Thailand",0,"N",1
2014-09-21,"Maldives","Korea Republic",0,"A",1
2014-09-22,"Japan","Chinese Taipei",3,"N",1
2014-09-22,"Jordan","China PR",0,"N",1
2014-09-23,"Hong Kong","Vietnam",0,"N",1
2014-09-24,"C担te d'Ivoire","South Africa",1,"A",1
2014-09-26,"Hong Kong","Japan",0,"N",1
2014-09-26,"China PR","Korea DPR",0,"N",1
2014-09-26,"Vietnam","Thailand",2,"N",1
2014-09-26,"Chinese Taipei","Korea Republic",0,"A",1
2014-09-29,"Japan","Vietnam",3,"N",1
2014-09-29,"Korea DPR","Korea Republic",2,"A",1
2014-10-25,"Ukraine","Italy",1,"A",3
2014-10-25,"Netherlands","Scotland",2,"A",3
2014-10-29,"Italy","Ukraine",2,"A",3
2014-10-30,"Scotland","Netherlands",0,"A",3
2014-10-11,"Zambia","Namibia",0,"A",3
2014-10-11,"C担te d'Ivoire","Nigeria",2,"N",3
2014-10-12,"Cameroon","South Africa",1,"N",3
2014-10-12,"Ghana","Algeria",0,"N",3
2014-10-14,"Nigeria","Zambia",6,"N",3
2014-10-14,"C担te d'Ivoire","Namibia",3,"A",3
2014-10-15,"Algeria","Cameroon",0,"N",3
2014-10-15,"South Africa","Ghana",1,"N",3
2014-10-17,"C担te d'Ivoire","Zambia",1,"N",3
2014-10-17,"Nigeria","Namibia",2,"A",3
2014-10-18,"Algeria","South Africa",1,"N",3
2014-10-18,"Ghana","Cameroon",1,"N",3
2014-10-22,"South Africa","Nigeria",1,"N",3
2014-10-22,"C担te d'Ivoire","Cameroon",1,"N",3
2014-10-25,"C担te d'Ivoire","South Africa",1,"N",3
2014-10-25,"Cameroon","Nigeria",0,"N",3
2014-10-15,"Trinidad and Tobago","USA",0,"A",3
2014-10-15,"Haiti","Guatemala",1,"N",3
2014-10-16,"Mexico","Costa Rica",0,"N",3
2014-10-17,"Guatemala","USA",0,"A",3
2014-10-17,"Trinidad and Tobago","Haiti",1,"N",3
2014-10-18,"Jamaica","Costa Rica",1,"N",3
2014-10-20,"Guatemala","Trinidad and Tobago",1,"N",3
2014-10-20,"Haiti","USA",0,"A",3
2014-10-21,"Jamaica","Mexico",1,"N",3
2014-10-24,"Trinidad and Tobago","Costa Rica",1,"N",3
2014-10-24,"Mexico","USA",0,"A",3
2014-10-26,"Mexico","Trinidad and Tobago",4,"N",3
2014-10-26,"Costa Rica","USA",0,"A",3
2014-10-25,"Tonga","New Zealand",0,"N",3
2014-10-25,"Cook Islands","Papua New Guinea",1,"A",3
2014-10-27,"Cook Islands","Tonga",1,"N",3
2014-10-27,"New Zealand","Papua New Guinea",3,"A",3
2014-10-29,"New Zealand","Cook Islands",11,"N",3
2014-10-29,"Tonga","Papua New Guinea",0,"A",3
2014-10-01,"Cameroon","Zambia",2,"A",1
2014-10-01,"Vietnam","Korea Republic",0,"A",1
2014-10-01,"Korea DPR","Japan",3,"N",1
2014-10-04,"Cameroon","Zambia",0,"A",1
2014-10-04,"Algeria","Namibia",1,"A",1
2014-10-23,"Pakistan","Bahrain",0,"A",1
2014-10-25,"France","Germany",2,"A",2
2014-10-25,"Japan","Canada",3,"A",2
2014-10-26,"Pakistan","Bahrain",1,"A",1
2014-10-28,"Poland","Czech Republic",1,"A",1
2014-10-28,"Japan","Canada",3,"A",2
2014-10-29,"Lithuania","Luxembourg",0,"A",1
2014-10-29,"Pakistan","Bahrain",1,"A",1
2014-10-29,"Germany","Sweden",2,"A",2
2014-10-30,"Slovakia","Poland",1,"A",1
2014-11-22,"Italy","Netherlands",1,"A",3
2014-11-27,"Netherlands","Italy",2,"A",3
2014-11-08,"Trinidad and Tobago","Ecuador",0,"A",3
2014-11-11,"Sri Lanka","Pakistan",2,"A",1
2014-11-12,"Korea Republic","Guam",15,"N",1
2014-11-12,"Hong Kong","Chinese Taipei",0,"A",1
2014-11-12,"Bhutan","Nepal",0,"N",1
2014-11-13,"Maldives","India",0,"N",1
2014-11-13,"Bangladesh","Afghanistan",6,"N",1
2014-11-14,"Sri Lanka","Bhutan",3,"N",1
2014-11-14,"Nepal","Pakistan",2,"A",1
2014-11-15,"Hong Kong","Korea Republic",0,"N",1
2014-11-15,"Afghanistan","Maldives",0,"N",1
2014-11-15,"Guam","Chinese Taipei",0,"A",1
2014-11-15,"India","Bangladesh",5,"N",1
2014-11-16,"Sri Lanka","Nepal",0,"N",1
2014-11-16,"Bhutan","Pakistan",1,"A",1
2014-11-17,"Afghanistan","India",0,"N",1
2014-11-17,"Maldives","Bangladesh",1,"N",1
2014-11-17,"Trinidad and Tobago","Haiti",1,"N",1
2014-11-17,"Colombia","Mexico",1,"A",1
2014-11-18,"Guam","Hong Kong",0,"N",1
2014-11-18,"Korea Republic","Chinese Taipei",2,"A",1
2014-11-18,"Dominican Republic","Nicaragua",0,"N",1
2014-11-18,"Venezuela","Costa Rica",1,"N",1
2014-11-19,"Colombia","Haiti",3,"N",1
2014-11-19,"Sri Lanka","India",0,"N",1
2014-11-19,"Bangladesh","Nepal",0,"N",1
2014-11-19,"Trinidad and Tobago","Mexico",0,"A",1
2014-11-20,"Dominican Republic","Venezuela",2,"N",1
2014-11-20,"Costa Rica","Nicaragua",3,"N",1
2014-11-21,"Nepal","India",0,"N",1
2014-11-21,"Trinidad and Tobago","Colombia",0,"N",1
2014-11-21,"Haiti","Mexico",0,"A",1
2014-11-22,"Belgium","Poland",4,"A",1
2014-11-22,"Nicaragua","Venezuela",0,"N",1
2014-11-22,"New Zealand","France",1,"A",1
2014-11-22,"Dominican Republic","Costa Rica",1,"N",1
2014-11-23,"Bosnia and Herzegovina","Serbia",0,"A",1
2014-11-23,"Germany","England",3,"A",2
2014-11-24,"Canada","Sweden",1,"N",2
2014-11-25,"New Zealand","Norway",1,"A",1
2014-11-25,"Venezuela","Colombia",0,"N",1
2014-11-25,"Costa Rica","Mexico",0,"A",1
2014-11-26,"FYR Macedonia","Hungary",0,"A",1
2014-11-26,"Brazil","France",0,"A",2
2014-11-26,"Canada","Sweden",1,"N",2
2014-11-27,"New Zealand","Norway",0,"A",1
2014-11-27,"Colombia","Mexico",0,"A",1
2014-11-27,"Costa Rica","Venezuela",3,"N",1
2014-12-02,"Ecuador","Trinidad and Tobago",1,"A",3
2014-12-10,"Argentina","Brazil",0,"A",1
2014-12-10,"China PR","USA",1,"N",1
2014-12-11,"Luxembourg","Cyprus",2,"A",1
2014-12-14,"Argentina","China PR",0,"N",1
2014-12-14,"USA","Brazil",2,"A",2
2014-12-18,"China PR","Brazil",1,"A",1
2014-12-18,"Argentina","USA",0,"N",1
2014-12-21,"Argentina","China PR",0,"N",1
2014-12-21,"USA","Brazil",0,"A",2
2014-12-23,"Grenada","Barbados",1,"A",1
2015-01-11,"Dominica","Barbados",1,"A",1
2015-01-11,"Korea Republic","Canada",1,"N",1
2015-01-11,"Mexico","China PR",0,"A",1
2015-01-12,"New Zealand","Denmark",1,"N",1
2015-01-13,"Mexico","Canada",1,"N",1
2015-01-13,"Korea Republic","China PR",3,"A",1
2015-01-15,"Mexico","Korea Republic",1,"N",1
2015-01-15,"Canada","China PR",2,"A",1
2015-01-15,"New Zealand","Denmark",3,"N",1
2015-02-05,"Ecuador","Mexico",0,"A",1
2015-02-06,"Latvia","Estonia",0,"A",1
2015-02-07,"Thailand","Netherlands",0,"A",1
2015-02-07,"Ecuador","Mexico",0,"A",1
2015-02-08,"Uzbekistan","Iran",1,"A",1
2015-02-08,"Korea DPR","New Zealand",1,"A",1
2015-02-08,"Scotland","Northern Ireland",4,"A",1
2015-02-08,"USA","France",0,"A",2
2015-02-10,"Australia","Korea DPR",2,"N",2
2015-02-10,"Austria","Spain",2,"A",1
2015-02-10,"Switzerland","Portugal",1,"A",1
2015-02-11,"Belgium","Spain",1,"A",1
2015-02-11,"Poland","Hungary",7,"A",1
2015-02-12,"Australia","New Zealand",3,"A",1
2015-02-12,"Switzerland","Portugal",0,"A",1
2015-02-12,"Sweden","Finland",3,"A",1
2015-02-13,"USA","England",1,"A",2
2015-02-22,"Botswana","Madagascar",3,"A",1
2015-02-23,"Hong Kong","Bahrain",4,"A",1
2015-02-24,"Georgia","Turkey",2,"A",1
2015-02-26,"Georgia","Turkey",0,"A",1
2015-03-11,"Palestine","Uzbekistan",0,"N",3
2015-03-11,"Myanmar","Sri Lanka",16,"H",3
2015-03-11,"Hong Kong","Jordan",0,"A",3
2015-03-13,"Uzbekistan","Hong Kong",1,"N",3
2015-03-13,"Sri Lanka","India",0,"N",3
2015-03-13,"Jordan","Palestine",6,"H",3
2015-03-15,"Palestine","Hong Kong",2,"N",3
2015-03-15,"India","Myanmar",0,"A",3
2015-03-15,"Jordan","Uzbekistan",2,"H",3
2015-03-20,"Chinese Taipei","Laos",4,"H",3
2015-03-22,"Laos","Iran",1,"N",3
2015-03-24,"Iran","Chinese Taipei",0,"A",3
2015-03-01,"Egypt","Kenya",1,"A",1
2015-03-04,"Northern Ireland","Poland",0,"N",1
2015-03-04,"Bosnia and Herzegovina","Costa Rica",0,"N",1
2015-03-04,"Hungary","Republic of Ireland",1,"N",1
2015-03-04,"Italy","Korea Republic",2,"N",1
2015-03-04,"England","Finland",3,"N",1
2015-03-04,"South Africa","Mexico",0,"N",1
2015-03-04,"Slovakia","Austria",1,"N",1
2015-03-04,"Romania","Croatia",0,"A",1
2015-03-04,"Iceland","Switzerland",0,"N",1
2015-03-04,"Denmark","Japan",2,"N",1
2015-03-04,"Canada","Scotland",2,"N",1
2015-03-04,"Australia","Netherlands",1,"N",1
2015-03-04,"China PR","Brazil",0,"N",1
2015-03-04,"Belgium","Czech Republic",2,"N",1
2015-03-04,"Sweden","Germany",4,"N",2
2015-03-04,"France","Portugal",1,"A",1
2015-03-04,"USA","Norway",2,"N",1
2015-03-05,"New Zealand","Spain",0,"A",1
2015-03-06,"Poland","Croatia",0,"A",1
2015-03-06,"Wales","Bosnia and Herzegovina",0,"N",1
2015-03-06,"Romania","Northern Ireland",1,"N",1
2015-03-06,"Republic of Ireland","Slovakia",0,"N",1
2015-03-06,"Japan","Portugal",3,"A",1
2015-03-06,"Korea Republic","Canada",0,"N",1
2015-03-06,"Netherlands","Finland",0,"N",1
2015-03-06,"Brazil","Sweden",2,"N",2
2015-03-06,"South Africa","Belgium",1,"N",1
2015-03-06,"China PR","Germany",0,"N",1
2015-03-06,"Hungary","Austria",0,"N",1
2015-03-06,"Denmark","France",1,"N",1
2015-03-06,"England","Australia",3,"N",2
2015-03-06,"Scotland","Italy",2,"N",1
2015-03-06,"Mexico","Czech Republic",1,"N",1
2015-03-06,"Madagascar","Botswana",1,"A",1
2015-03-06,"Switzerland","USA",0,"N",1
2015-03-06,"Iceland","Norway",0,"N",1
2015-03-09,"Slovakia","Hungary",3,"N",1
2015-03-09,"Poland","Romania",2,"N",1
2015-03-09,"England","Netherlands",1,"N",1
2015-03-09,"Canada","Italy",1,"N",1
2015-03-09,"Czech Republic","South Africa",1,"N",1
2015-03-09,"Northern Ireland","Croatia",1,"A",1
2015-03-09,"Costa Rica","Wales",0,"N",1
2015-03-09,"Austria","Republic of Ireland",2,"N",1
2015-03-09,"Denmark","Portugal",2,"A",1
2015-03-09,"France","Japan",3,"N",2
2015-03-09,"Korea Republic","Scotland",1,"N",1
2015-03-09,"Finland","Australia",0,"N",1
2015-03-09,"Belgium","Mexico",0,"N",1
2015-03-09,"Iceland","USA",0,"N",1
2015-03-09,"China PR","Sweden",0,"N",1
2015-03-09,"Switzerland","Norway",2,"N",1
2015-03-09,"Germany","Brazil",3,"N",2
2015-03-11,"South Africa","Finland",1,"N",1
2015-03-11,"Belgium","Korea Republic",1,"N",1
2015-03-11,"Netherlands","Scotland",1,"N",1
2015-03-11,"Republic of Ireland","Costa Rica",2,"N",1
2015-03-11,"Romania","Hungary",1,"N",1
2015-03-11,"Bosnia and Herzegovina","Northern Ireland",0,"N",1
2015-03-11,"Mexico","Italy",3,"N",1
2015-03-11,"Iceland","Japan",0,"N",1
2015-03-11,"Germany","Sweden",2,"N",2
2015-03-11,"Czech Republic","Australia",2,"N",1
2015-03-11,"Wales","Croatia",1,"A",1
2015-03-11,"Poland","Slovakia",2,"N",1
2015-03-11,"Switzerland","Brazil",1,"N",1
2015-03-11,"USA","France",2,"N",2
2015-03-11,"China PR","Portugal",3,"A",1
2015-03-11,"England","Canada",1,"N",2
2015-03-11,"Denmark","Norway",2,"N",1
2015-03-12,"Lebanon","Greece",0,"N",1
2015-03-12,"United Arab Emirates","Latvia",0,"N",1
2015-03-12,"Bahrain","Cyprus",0,"A",1
2015-03-12,"Papua New Guinea","Thailand",1,"A",1
2015-03-13,"Lebanon","Latvia",0,"N",1
2015-03-13,"United Arab Emirates","Greece",0,"N",1
2015-03-13,"Malta","Cyprus",1,"A",1
2015-03-14,"Papua New Guinea","Thailand",0,"A",1
2015-03-15,"Malta","Bahrain",1,"N",1
2015-03-15,"United Arab Emirates","Lebanon",3,"N",1
2015-03-15,"Latvia","Greece",1,"N",1
2015-03-17,"Venezuela","Colombia",0,"A",1
2015-03-18,"Lebanon","Bahrain",1,"N",1
2015-03-18,"Malta","Latvia",2,"N",1
2015-03-18,"Greece","Cyprus",2,"A",1
2015-03-19,"Venezuela","Colombia",1,"A",1
2015-03-21,"Nigeria","Mali",1,"A",1
2015-03-21,"Cameroon","Ethiopia",2,"A",1
2015-03-21,"Swaziland","Namibia",2,"A",1
2015-03-21,"Senegal","Egypt",0,"A",1
2015-03-21,"South Africa","Botswana",1,"A",1
2015-03-21,"Zimbabwe","Ghana",1,"A",1
2015-03-22,"Tanzania","Zambia",4,"A",1
2015-03-24,"Albania","Luxembourg",2,"A",1
2015-04-04,"Faroe Islands","Georgia",0,"N",2
2015-04-04,"Latvia","Luxembourg",3,"N",2
2015-04-04,"Andorra","Malta",3,"A",2
2015-04-04,"Lithuania","Moldova",0,"A",2
2015-04-06,"Andorra","Faroe Islands",0,"N",2
2015-04-06,"Luxembourg","Lithuania",0,"N",2
2015-04-06,"Georgia","Malta",1,"A",2
2015-04-06,"Latvia","Moldova",1,"A",2
2015-04-09,"Georgia","Andorra",7,"N",2
2015-04-09,"Faroe Islands","Malta",4,"A",2
2015-04-09,"Lithuania","Latvia",1,"N",2
2015-04-09,"Luxembourg","Moldova",0,"A",2
2015-04-04,"Netherlands","Iceland",1,"A",1
2015-04-04,"New Zealand","USA",0,"A",1
2015-04-05,"Russia","Korea Republic",0,"A",1
2015-04-05,"Switzerland","Sweden",3,"A",1
2015-04-06,"Poland","Finland",3,"A",1
2015-04-07,"Australia","Austria",1,"A",1
2015-04-08,"Russia","Korea Republic",0,"A",1
2015-04-08,"Denmark","Sweden",3,"A",1
2015-04-08,"Netherlands","Norway",3,"A",1
2015-04-08,"Brazil","Germany",0,"A",2
2015-04-08,"Republic of Ireland","Spain",0,"A",1
2015-04-08,"Slovakia","Wales",2,"A",1
2015-04-09,"Australia","Scotland",1,"A",1
2015-04-09,"China PR","England",1,"A",1
2015-04-10,"Mali","Nigeria",0,"A",1
2015-04-10,"Zambia","Tanzania",3,"A",1
2015-04-11,"Ethiopia","Cameroon",1,"A",1
2015-04-11,"Egypt","Senegal",2,"A",1
2015-04-11,"Botswana","South Africa",0,"A",1
2015-04-11,"Colombia","Ecuador",4,"A",1
2015-04-12,"Ghana","Zimbabwe",2,"A",1
2015-04-15,"Ecuador","Colombia",1,"A",1
2015-04-18,"Malaysia","Thailand",0,"A",1
2015-04-28,"Montenegro","FYR Macedonia",7,"A",1
2015-04-29,"Montenegro","FYR Macedonia",7,"A",1
2015-05-22,"Kenya","Botswana",1,"A",3
2015-05-23,"Equatorial Guinea","Congo",3,"A",3
2015-05-23,"South Africa","Gabon",3,"A",3
2015-05-23,"Ghana","Egypt",1,"A",3
2015-05-24,"Zimbabwe","Zambia",1,"A",3
2015-05-31,"Botswana","Kenya",0,"A",3
2015-05-31,"Gabon","South Africa",0,"A",3
2015-05-31,"Zambia","Zimbabwe",0,"A",3
2015-05-31,"Congo","Equatorial Guinea",0,"A",3
2015-05-31,"Egypt","Ghana",0,"A",3
2015-05-01,"Laos","Indonesia",2,"N",1
2015-05-02,"Philippines","Malaysia",3,"N",1
2015-05-02,"Myanmar","Vietnam",2,"A",1
2015-05-03,"Thailand","Indonesia",10,"N",1
2015-05-04,"Philippines","Myanmar",1,"N",1
2015-05-04,"Malaysia","Vietnam",0,"A",1
2015-05-05,"Thailand","Laos",12,"N",1
2015-05-06,"Malaysia","Myanmar",0,"N",1
2015-05-06,"Philippines","Vietnam",0,"A",1
2015-05-08,"Thailand","Vietnam",2,"A",1
2015-05-10,"Thailand","Myanmar",3,"N",1
2015-05-10,"Cameroon","C担te d'Ivoire",3,"A",1
2015-05-10,"Republic of Ireland","USA",0,"A",1
2015-05-17,"Mexico","USA",1,"A",1
2015-05-19,"Vietnam","Australia",0,"A",1
2015-05-20,"Estonia","Netherlands",0,"A",1
2015-05-21,"Vietnam","Australia",0,"A",1
2015-05-22,"Kyrgyzstan","Bahrain",0,"A",1
2015-05-22,"Russia","France",1,"A",1
2015-05-23,"Norway","Belgium",2,"A",1
2015-05-24,"New Zealand","Japan",0,"A",1
2015-05-25,"Costa Rica","Mexico",1,"A",1
2015-05-25,"Kyrgyzstan","Bahrain",0,"A",1
2015-05-27,"Germany","Switzerland",3,"A",1
2015-05-28,"Costa Rica","Mexico",0,"A",1
2015-05-28,"Italy","Japan",0,"A",1
2015-05-28,"Scotland","France",0,"A",1
2015-05-29,"Finland","Norway",0,"A",1
2015-05-29,"England","Canada",0,"N",2
2015-05-30,"Netherlands","Sweden",1,"N",1
2015-05-30,"Korea Republic","USA",0,"A",1
2015-06-06,"Netherlands","New Zealand",1,"N",4
2015-06-06,"China PR","Canada",0,"A",4
2015-06-07,"Thailand","Norway",0,"N",4
2015-06-07,"C担te d'Ivoire","Germany",0,"N",4
2015-06-08,"Switzerland","Japan",0,"N",4
2015-06-08,"Ecuador","Cameroon",0,"N",4
2015-06-08,"Nigeria","Sweden",3,"N",4
2015-06-08,"Australia","USA",1,"N",4
2015-06-09,"Costa Rica","Spain",1,"N",4
2015-06-09,"Korea Republic","Brazil",0,"N",4
2015-06-09,"England","France",0,"N",4
2015-06-09,"Mexico","Colombia",1,"N",4
2015-06-11,"New Zealand","Canada",0,"A",4
2015-06-11,"Netherlands","China PR",0,"N",4
2015-06-11,"Norway","Germany",1,"N",4
2015-06-11,"Thailand","C担te d'Ivoire",3,"N",4
2015-06-12,"Cameroon","Japan",1,"N",4
2015-06-12,"Ecuador","Switzerland",1,"N",4
2015-06-12,"Sweden","USA",0,"N",4
2015-06-12,"Nigeria","Australia",0,"N",4
2015-06-13,"Spain","Brazil",0,"N",4
2015-06-13,"Costa Rica","Korea Republic",2,"N",4
2015-06-13,"Colombia","France",2,"N",4
2015-06-13,"Mexico","England",1,"N",4
2015-06-15,"Canada","Netherlands",1,"H",4
2015-06-15,"New Zealand","China PR",2,"N",4
2015-06-15,"Norway","C担te d'Ivoire",3,"N",4
2015-06-15,"Germany","Thailand",4,"N",4
2015-06-16,"Japan","Ecuador",1,"N",4
2015-06-16,"Cameroon","Switzerland",2,"N",4
2015-06-16,"Sweden","Australia",1,"N",4
2015-06-16,"USA","Nigeria",1,"N",4
2015-06-17,"Spain","Korea Republic",1,"N",4
2015-06-17,"Brazil","Costa Rica",1,"N",4
2015-06-17,"France","Mexico",5,"N",4
2015-06-17,"Colombia","England",1,"N",4
2015-06-20,"Sweden","Germany",1,"N",4
2015-06-20,"Cameroon","China PR",0,"N",4
2015-06-21,"Australia","Brazil",1,"N",4
2015-06-21,"Korea Republic","France",0,"N",4
2015-06-21,"Switzerland","Canada",0,"A",4
2015-06-22,"Colombia","USA",0,"N",4
2015-06-22,"England","Norway",2,"N",4
2015-06-23,"Netherlands","Japan",1,"N",4
2015-06-26,"France","Germany",1,"N",4
2015-06-26,"USA","China PR",1,"N",4
2015-06-27,"Japan","Australia",1,"N",4
2015-06-27,"Canada","England",1,"H",4
